txStart	txEnd	name	geneType
137985	141137	FAM213B	protein_coding
141832	184177	MMEL1	protein_coding
268163	512048	SDCCAG8	protein_coding
500340	855334	AKT3	protein_coding
513870	855268	AKT3	protein_coding
358283	358363	MIR4677	miRNA
63073	63238	U1	snRNA
138512	152618	RP5-1135M2.4	lincRNA
94497	101556	PRAMEF25	protein_coding
94497	103687	PRAMEF25	protein_coding
57522	77061	SPC25	protein_coding
87866	94760	G6PC2	protein_coding
87951	94463	G6PC2	protein_coding
98953	105653	ABC14-864958H18.1	lincRNA
24751	25347	RP13-539J13.3	lincRNA
93460	147081	LINC01237	processed_transcript
13013	14005	AC114730.5	antisense
21207	22721	AC114730.3	antisense
146706	147081	LINC01237	processed_transcript
9377	15971	RP11-341N2.1	lincRNA
41220	41729	IGKV3D-7	IG_V_gene
177383	179346	CH17-132F21.5	lincRNA
47808	68591	RP11-454C18.1	lincRNA
1924	31614	TAMM41	protein_coding
139441	139739	Metazoa_SRP	misc_RNA
9845	148155	ARHGEF26	protein_coding
164152	172469	DHX36	protein_coding
117265	189584	MUC4	protein_coding
10486	10957	RP11-141C7.4	lincRNA
28558	37179	LINC00969	lincRNA
28561	34606	LINC00969	lincRNA
28569	42288	LINC00969	lincRNA
28573	56637	LINC00969	lincRNA
46174	87061	LINC00969	lincRNA
56811	79298	LINC00969	lincRNA
58317	72081	LINC00969	lincRNA
58504	58617	AC233280.5	miRNA
59147	79274	LINC00969	lincRNA
70817	82372	LINC00969	lincRNA
78650	80084	LINC00969	lincRNA
78674	103693	LINC00969	lincRNA
78738	95250	LINC00969	lincRNA
91380	105530	MUC20	protein_coding
94723	104047	MUC20	protein_coding
24737	24825	AF186996.3	miRNA
70697	70785	AF186996.4	miRNA
84808	88095	EIF2B5-IT1	sense_intronic
145590	145694	U6	snRNA
28561	34606	LINC00969	lincRNA
28569	42288	LINC00969	lincRNA
51775	79295	LINC00969	lincRNA
58504	58617	AC233280.1	miRNA
69535	78858	LINC00969	lincRNA
78645	91356	LINC00969	lincRNA
78665	81530	LINC00969	lincRNA
78729	93463	LINC00969	lincRNA
28558	37179	LINC00969	lincRNA
28573	56637	LINC00969	lincRNA
59147	79274	LINC00969	lincRNA
78650	80084	LINC00969	lincRNA
78650	103875	LINC00969	lincRNA
78658	95519	LINC00969	lincRNA
91378	104048	MUC20	protein_coding
115895	160224	MUC4	protein_coding
127847	160224	MUC4	protein_coding
28558	37179	LINC00969	lincRNA
51775	79304	LINC00969	lincRNA
59147	79274	LINC00969	lincRNA
59252	79303	LINC00969	lincRNA
70817	81967	LINC00969	lincRNA
78650	86048	LINC00969	lincRNA
78674	94327	LINC00969	lincRNA
78738	94025	LINC00969	lincRNA
90140	102274	MUC20	protein_coding
28561	34606	LINC00969	lincRNA
56708	59267	LINC00969	lincRNA
59147	79274	LINC00969	lincRNA
78654	93145	LINC00969	lincRNA
56799	71904	LINC00969	lincRNA
58504	58617	AC233280.4	miRNA
59147	79274	LINC00969	lincRNA
59894	79304	LINC00969	lincRNA
78650	86762	LINC00969	lincRNA
78650	102806	LINC00969	lincRNA
78658	95003	LINC00969	lincRNA
78674	95036	LINC00969	lincRNA
78738	94734	LINC00969	lincRNA
94208	102981	MUC20	protein_coding
152929	154789	MUC4	protein_coding
26061	28424	AC069513.4	lincRNA
58504	58617	AC233280.2	miRNA
59894	79304	LINC00969	lincRNA
78658	96222	LINC00969	lincRNA
78738	95953	LINC00969	lincRNA
92073	105770	MUC20	protein_coding
4028	43731	YTHDC1	protein_coding
6965	43395	YTHDC1	protein_coding
477026	483002	RP11-468N14.13	lincRNA
1311	30896	ACCN5	protein_coding
43091	43267	RNU1-51P	snRNA
152221	152291	AF250324.1	miRNA
218540	221894	RP11-463J17.1	lincRNA
113888	277801	AF146191.4	lincRNA
201721	277367	AF146191.4	lincRNA
154657	254847	AF146191.4	lincRNA
219022	222371	RP11-463J17.1	lincRNA
278317	300735	FRG1	protein_coding
470209	544372	AF146191.4	lincRNA
358267	358443	U1	snRNA
260382	268513	RP11-241G9.3	processed_transcript
390134	440771	NAIP	protein_coding
17974	33975	CDK7	protein_coding
64463	103660	CCDC125	protein_coding
134176	152738	TAF9	protein_coding
135122	152716	TAF9	protein_coding
147938	153209	AK6	protein_coding
154646	197724	RAD17	protein_coding
202790	224839	MARVELD2	protein_coding
275188	339606	OCLN	protein_coding
389077	390919	RP11-1151M9.2	TEC
464033	485683	SMN2	protein_coding
502685	510143	SERF1B	protein_coding
609545	610128	RP11-124L9.5	lincRNA
1130835	1130948	AC146335.1	miRNA
1385779	1385867	AC139463.1	miRNA
50711	53679	RP11-96G10.1	lincRNA
5125	50017	LINC01194	lincRNA
115885	134841	CTD-2118P12.1	lincRNA
27335	57450	NKD2	protein_coding
101859	111450	RP11-310P5.1	antisense
147187	155826	SLC45A2	protein_coding
130717	131530	PROP1	protein_coding
5388	5730	RP11-423H2.5	antisense
91048	99310	RP11-423H2.3	antisense
104613	105067	RP11-423H2.4	lincRNA
71402	71666	RN7SKP117	misc_RNA
518498	572753	NAIP	protein_coding
275024	296673	SMN2	protein_coding
449094	466963	SERF1A	protein_coding
450089	456528	SERF1A	protein_coding
473490	500558	SMN1	protein_coding
473506	501444	SMN1	protein_coding
473538	495189	SMN1	protein_coding
917254	917342	AC245931.1	miRNA
985642	1039710	BDP1	protein_coding
1117262	1134443	MCCC2	protein_coding
5388	5726	RP11-423H2.5	antisense
74157	117870	RP11-1252I4.2	lincRNA
4062236	4069630	HLA-DQB2	protein_coding
4062236	4069672	HLA-DQB2	protein_coding
181229	181329	U6	snRNA
251787	253069	HCG15	processed_transcript
351929	352936	OR2B3	protein_coding
438928	440200	OR2J2	protein_coding
532564	532719	XXbac-BPG308J9.3	processed_transcript
572355	573321	OR14J1	protein_coding
688273	697631	OR5V1	processed_transcript
691168	693397	OR11A1	protein_coding
704969	706618	OR10C1	protein_coding
722840	729989	OR2H1	protein_coding
821306	893756	GABBR1	protein_coding
853147	854731	OR2H2	protein_coding
874430	898105	GABBR1	protein_coding
922707	938080	MOG	protein_coding
922918	938080	MOG	protein_coding
922918	938080	MOG	protein_coding
1199991	1203632	HLA-A	protein_coding
1200216	1203632	HLA-A	protein_coding
1200295	1203632	HLA-A	protein_coding
1316212	1316288	ZNRD1-AS1_2	misc_RNA
1319360	1323001	ZNRD1	protein_coding
1324800	1328425	PPP1R11	protein_coding
1325634	1328425	PPP1R11	protein_coding
1328357	1333941	RNF39	protein_coding
1328357	1333979	RNF39	protein_coding
1346912	1347045	CR759960.1	miRNA
1410040	1419029	TRIM10	protein_coding
1492087	1500358	HCG17	processed_transcript
1656748	1673225	TRIM39	protein_coding
1674654	1676353	RPP21	protein_coding
1674654	1676353	RPP21	protein_coding
1845769	1848724	XXbac-BPG249D20.9	processed_transcript
2005895	2016723	PPP1R18	protein_coding
2005895	2017402	PPP1R18	protein_coding
2029311	2047393	MDC1	protein_coding
2049703	2054929	TUBB	protein_coding
2051169	2054929	TUBB	protein_coding
2313217	2319398	MUC21	protein_coding
2359749	2364549	XXbac-BPG118E17.9	processed_transcript
2830682	2843674	MICB	protein_coding
2918757	2921488	LST1	protein_coding
2918795	2921488	LST1	protein_coding
2919277	2921488	LST1	protein_coding
2919587	2921488	LST1	protein_coding
2919600	2921488	LST1	protein_coding
2919644	2921488	LST1	protein_coding
2919675	2921488	LST1	protein_coding
2919695	2921488	LST1	protein_coding
2921875	2925328	NCR3	protein_coding
3089562	3089665	U6	snRNA
3096921	3098200	SAPCD1-AS1	processed_transcript
3111427	3111516	Y_RNA	misc_RNA
3130006	3139596	LSM2	protein_coding
3167522	3172376	C6orf48	protein_coding
3167546	3172376	C6orf48	protein_coding
3216375	3216669	DAQB-331I12.5	processed_transcript
3486175	3496279	PPT2	protein_coding
3486597	3496281	PPT2	protein_coding
3486693	3496279	PPT2	protein_coding
3486736	3496279	PPT2	protein_coding
3502631	3502718	MIR6721	miRNA
3513569	3516839	AGER	protein_coding
3513569	3516848	AGER	protein_coding
3513569	3516924	AGER	protein_coding
3513744	3516824	AGER	protein_coding
3523364	3528122	GPSM3	protein_coding
4023877	4024680	XXbac-BPG254F23.7	processed_transcript
4130453	4143643	TAP2	protein_coding
4145581	4148912	PSMB8	protein_coding
4149000	4164450	PSMB9	protein_coding
4150073	4158843	TAP1	protein_coding
4159025	4164450	PSMB9	protein_coding
4159070	4184429	PSMB9	protein_coding
4241760	4241855	CR936913.1	miRNA
4253459	4257958	HLA-DMA	protein_coding
4369248	4385378	HLA-DPA1	protein_coding
1042092	1114519	GABBR1	protein_coding
3142526	3147361	CSNK2B	protein_coding
3143170	3149573	CSNK2B	protein_coding
3143170	3149573	CSNK2B	protein_coding
3143354	3147361	CSNK2B	protein_coding
3143582	3147361	CSNK2B	protein_coding
1310540	1314698	HLA-G	protein_coding
2749674	2753056	HLA-C	protein_coding
2880150	2895686	MICA	protein_coding
3007551	3017867	DDX39B	protein_coding
3007551	3023908	DDX39B	protein_coding
3274634	3284226	LSM2	protein_coding
3375209	3423101	C2	protein_coding
3378423	3423101	C2	protein_coding
4574199	4603975	COL11A2	protein_coding
4711178	4725734	TAPBP	protein_coding
15892	24832	GPX5	protein_coding
63387	77211	ZBED9	protein_coding
350141	353890	LINC01623	processed_transcript
481341	491740	ZNF311	protein_coding
598438	599374	OR2J3	protein_coding
860027	861896	OR12D3	protein_coding
943633	950780	OR2H1	protein_coding
946223	950780	OR2H1	protein_coding
983960	997008	XXbac-BPG13B8.10	processed_transcript
1042092	1046406	UBD	protein_coding
1068728	1068812	SNORD32B	snoRNA
1073934	1075518	OR2H2	protein_coding
1088709	1119616	GABBR1	protein_coding
1088709	1119641	GABBR1	protein_coding
1088714	1114494	GABBR1	protein_coding
1421975	1429033	HLA-A	protein_coding
1454488	1457785	HCG9	processed_transcript
1541035	1544680	ZNRD1	protein_coding
1546858	1550104	PPP1R11	protein_coding
1550036	1555658	RNF39	protein_coding
1568590	1568723	AL671859.1	miRNA
1582689	1592905	TRIM31	protein_coding
1585032	1594523	TRIM31-AS1	processed_transcript
1612610	1612770	SNORA48	snoRNA
1615912	1628543	TRIM40	protein_coding
1616535	1628543	TRIM40	protein_coding
1664234	1693198	TRIM26	protein_coding
1770699	1806827	HCG18	processed_transcript
1806935	1823410	TRIM39	protein_coding
1824839	1826538	RPP21	protein_coding
1824849	1826538	RPP21	protein_coding
1969201	1973940	HLA-E	protein_coding
2097583	2106119	MRPS18B	protein_coding
2106598	2124401	ATAT1	protein_coding
2132832	2152781	DHX16	protein_coding
2156132	2167639	PPP1R18	protein_coding
2164539	2164636	AL732442.2	miRNA
2167790	2170720	NRM	protein_coding
2167790	2171164	NRM	protein_coding
2167793	2171052	NRM	protein_coding
2216038	2216149	Y_RNA	misc_RNA
2363547	2379927	DDR1	protein_coding
2363831	2379927	DDR1	protein_coding
2368456	2379923	DDR1	protein_coding
2368498	2371939	DDR1	protein_coding
2387929	2393852	GTF2H4	protein_coding
2387966	2393852	GTF2H4	protein_coding
2412212	2412301	Y_RNA	misc_RNA
2536583	2542254	HCG22	processed_transcript
2593597	2594934	C6orf15	protein_coding
2624869	2640641	CCHCR1	protein_coding
2624870	2640217	CCHCR1	protein_coding
2640969	2646639	TCF19	protein_coding
2646760	2648702	POU5F1	protein_coding
2647022	2653063	POU5F1	protein_coding
2883908	2896610	MICA	protein_coding
3010089	3010202	AL662847.1	miRNA
3013706	3013782	SNORD117	snoRNA
3018430	3018508	SNORD84	snoRNA
3064295	3066192	LST1	protein_coding
3064318	3066192	LST1	protein_coding
3064403	3066192	LST1	protein_coding
3064486	3066192	LST1	protein_coding
3066579	3070032	NCR3	protein_coding
3093279	3094310	AIF1	protein_coding
3116309	3129925	BAG6	protein_coding
3116309	3129995	BAG6	protein_coding
3129705	3135371	APOM	protein_coding
3129706	3135499	APOM	protein_coding
3133182	3135499	APOM	protein_coding
3135586	3138059	C6orf47	protein_coding
3164238	3180362	ABHD16A	protein_coding
3164244	3180705	ABHD16A	protein_coding
3189619	3191096	LY6G6E	protein_coding
3195935	3198967	LY6G6C	protein_coding
3200671	3203998	C6orf25	protein_coding
3240055	3242109	SAPCD1	protein_coding
3241566	3242846	SAPCD1-AS1	processed_transcript
3242847	3254536	VWA7	protein_coding
3292714	3295197	HSPA1A	protein_coding
3304987	3307511	HSPA1B	protein_coding
3311854	3317005	C6orf48	protein_coding
3312154	3317005	C6orf48	protein_coding
3312154	3317005	C6orf48	protein_coding
3314320	3314387	SNORD52	snoRNA
3336469	3340324	NEU1	protein_coding
3340612	3356471	SLC44A4	protein_coding
3357183	3375109	EHMT2	protein_coding
3377031	3379417	ZBTB12	protein_coding
3411875	3419151	C4B-AS1	processed_transcript
3592476	3602030	PPT2	protein_coding
3592560	3610330	XXbac-BCX105D18.9	protein_coding
3606563	3614474	AGPAT1	protein_coding
3619319	3622598	AGER	protein_coding
3619319	3622674	AGER	protein_coding
3619319	3622674	AGER	protein_coding
3934038	4011390	HLA-DRB1	protein_coding
4055483	4061663	HLA-DQA2	protein_coding
4131309	4132112	XXbac-BPG254F23.7	processed_transcript
4154913	4160989	HLA-DQA2	protein_coding
4360809	4365308	HLA-DMA	protein_coding
4416345	4421780	HLA-DOA	protein_coding
4418913	4421728	HLA-DOA	protein_coding
4476421	4492628	HLA-DPA1	protein_coding
4556274	4559268	HCG24	processed_transcript
4611105	4611201	Y_RNA	misc_RNA
4612330	4615944	SLC39A7	protein_coding
4616146	4618332	HSD17B8	protein_coding
4619335	4619445	MIR219A1	miRNA
4683490	4687991	RPS18	protein_coding
4683576	4687991	RPS18	protein_coding
4690588	4701012	WDR46	protein_coding
4700786	4702418	PFDN6	protein_coding
4701081	4702419	PFDN6	protein_coding
4192149	4196594	HLA-DMA	protein_coding
4192149	4196655	HLA-DMA	protein_coding
389810	394509	XXbac-BCX196D17.5	processed_transcript
639070	715620	OR12D3	protein_coding
1440326	1469303	TRIM26	protein_coding
1958918	1969035	MDC1-AS1	processed_transcript
3262536	3276826	C4B	protein_coding
3534419	3612820	C6orf10	protein_coding
4319502	4330724	HLA-DPB1	protein_coding
103470	104608	XXbac-BPG308K3.5	processed_transcript
243215	243312	CR759835.1	miRNA
662063	663132	OR12D2	protein_coding
688136	697489	OR5V1	processed_transcript
691031	693260	OR11A1	protein_coding
725293	729851	OR2H1	protein_coding
726962	728256	OR2H1	protein_coding
847797	847881	SNORD32B	snoRNA
922525	937916	MOG	protein_coding
922754	937918	MOG	protein_coding
922754	937918	MOG	protein_coding
998108	1012063	DAQB-335A13.8	processed_transcript
1089791	1093935	HLA-G	protein_coding
1090657	1093938	HLA-G	protein_coding
1198101	1201452	HLA-A	protein_coding
1230637	1233937	HCG9	processed_transcript
1314036	1314112	ZNRD1-AS1_2	misc_RNA
1323458	1326249	PPP1R11	protein_coding
1326181	1331803	RNF39	protein_coding
1344737	1344870	CR753815.1	miRNA
1392927	1404652	TRIM40	protein_coding
1407861	1416850	TRIM10	protein_coding
1585151	1602704	TRIM39	protein_coding
1600976	1602703	RPP21	protein_coding
1872058	1872135	CR753328.3	miRNA
1873538	1882225	MRPS18B	protein_coding
1882671	1900508	ATAT1	protein_coding
1882715	1900508	ATAT1	protein_coding
1932242	1943070	PPP1R18	protein_coding
1943900	1946830	NRM	protein_coding
1969058	1972926	MDC1	protein_coding
1976050	1981276	TUBB	protein_coding
1977516	1981276	TUBB	protein_coding
1992154	1992265	Y_RNA	misc_RNA
2007008	2007260	Metazoa_SRP	misc_RNA
2140859	2156466	DDR1	protein_coding
2144981	2156462	DDR1	protein_coding
2164487	2170410	GTF2H4	protein_coding
2170508	2182776	VARS2	protein_coding
2170634	2182773	VARS2	protein_coding
2286554	2291354	XXbac-BPG118E17.9	processed_transcript
2342380	2342480	U6	snRNA
2396863	2398680	PSORS1C2	protein_coding
2401760	2417109	CCHCR1	protein_coding
2423652	2425594	POU5F1	protein_coding
2423652	2430027	POU5F1	protein_coding
2423914	2429955	POU5F1	protein_coding
2526548	2529876	HLA-C	protein_coding
2526548	2529920	HLA-C	protein_coding
2776489	2778005	MCCD1	protein_coding
2777991	2790218	DDX39B	protein_coding
2777991	2790218	DDX39B	protein_coding
2780528	2780641	CR753820.1	miRNA
2784145	2784221	SNORD117	snoRNA
2790073	2790897	DDX39B-AS1	processed_transcript
2834756	2836646	LST1	protein_coding
2834851	2836646	LST1	protein_coding
2834934	2836646	LST1	protein_coding
2836631	2840722	NCR3	protein_coding
2837010	2840722	NCR3	protein_coding
2862950	2864788	AIF1	protein_coding
2909846	2913401	GPANK1	protein_coding
2909846	2913632	GPANK1	protein_coding
2913835	2917842	CSNK2B	protein_coding
2918722	2921318	LY6G5B	protein_coding
2954648	2958359	LY6G6F	protein_coding
2954667	2965680	DADB-110M10.7	protein_coding
2960097	2961574	LY6G6E	protein_coding
2963117	2965566	LY6G6D	protein_coding
2971145	2974472	C6orf25	protein_coding
2974798	2978024	DDAH2	protein_coding
2978343	2984308	CLIC1	protein_coding
3004365	3010450	MSH5	protein_coding
3010769	3012619	MSH5-SAPCD1	protein_coding
3010769	3012625	SAPCD1	protein_coding
3012083	3013362	SAPCD1-AS1	processed_transcript
3075513	3078034	HSPA1B	protein_coding
3082386	3087539	C6orf48	protein_coding
3082405	3087539	C6orf48	protein_coding
3082696	3087539	C6orf48	protein_coding
3083063	3087539	C6orf48	protein_coding
3175270	3193452	C2	protein_coding
3217584	3220067	DXO	protein_coding
3229829	3250314	C4A	protein_coding
3279822	3283078	CYP21A2	protein_coding
3389721	3393315	PRRT1	protein_coding
3389721	3394448	PRRT1	protein_coding
3680146	3685357	HLA-DRA	protein_coding
3812001	3812150	U1	snRNA
3814816	3907478	HLA-DRB1	protein_coding
3881338	3886845	HLA-DQA1	protein_coding
3900295	3907665	HLA-DQB1	protein_coding
4069158	4082348	TAP2	protein_coding
4084286	4087617	PSMB8	protein_coding
4084286	4088273	PSMB8	protein_coding
4087705	4103155	PSMB9	protein_coding
4097797	4123110	PSMB9	protein_coding
4180444	4180539	CR752645.1	miRNA
4308099	4324241	HLA-DPA1	protein_coding
4429943	4435953	COL11A2	protein_coding
4437086	4444187	RXRB	protein_coding
4493783	4515408	VPS52	protein_coding
4515523	4520024	RPS18	protein_coding
4530744	4530807	MIR6873	miRNA
4532819	4534451	PFDN6	protein_coding
4533112	4534451	PFDN6	protein_coding
4533114	4534452	PFDN6	protein_coding
4543211	4557766	TAPBP	protein_coding
4547163	4557727	TAPBP	protein_coding
4562073	4566535	DAXX	protein_coding
260342	270818	ZNF311	protein_coding
489572	532659	XXbac-BPG308J9.3	processed_transcript
620833	671691	OR5V1	protein_coding
2224440	2236694	VARS2	protein_coding
2712218	2816193	MICB	protein_coding
3597707	3676875	C6orf10	protein_coding
3840468	4004485	HLA-DRB4	protein_coding
3989224	4084455	HLA-DRB1	protein_coding
4582153	4611971	COL11A2	protein_coding
4582164	4611940	COL11A2	protein_coding
243034	243333	Metazoa_SRP	misc_RNA
620833	621881	OR5V1	protein_coding
690639	692868	OR11A1	protein_coding
751890	753027	MAS1L	protein_coding
852638	854222	OR2H2	protein_coding
867410	893157	GABBR1	protein_coding
922326	937486	MOG	protein_coding
937505	942269	ZFP57	protein_coding
986069	989960	HLA-F	protein_coding
1013034	1013136	Y_RNA	misc_RNA
1090306	1093611	HLA-G	protein_coding
1090330	1093611	HLA-G	protein_coding
1195800	1200442	HLA-A	protein_coding
1327954	1331083	PPP1R11	protein_coding
1447452	1459457	TRIM40	protein_coding
1462666	1471655	TRIM10	protein_coding
1474386	1483387	TRIM15	protein_coding
1495110	1515420	TRIM26	protein_coding
1637068	1653959	TRIM39	protein_coding
1799701	1804440	HLA-E	protein_coding
1867508	1873952	PRR3	protein_coding
1881604	1901660	ABCF1	protein_coding
1894540	1894654	BX927220.1	miRNA
1937070	1954908	ATAT1	protein_coding
1937103	1954908	ATAT1	protein_coding
1957301	1963333	C6orf136	protein_coding
1998299	2001673	NRM	protein_coding
2031949	2035677	TUBB	protein_coding
2037959	2041351	FLOT1	protein_coding
2174494	2174797	7SK	misc_RNA
2177226	2186160	DDR1-AS1	processed_transcript
2194807	2210394	DDR1	protein_coding
2198929	2210390	DDR1	protein_coding
2218419	2224342	GTF2H4	protein_coding
2241590	2242413	SFTA2	protein_coding
2293960	2300241	MUC21	protein_coding
2425344	2450563	PSORS1C1	protein_coding
2425649	2430956	CDSN	protein_coding
2452953	2468324	CCHCR1	protein_coding
2452953	2468748	CCHCR1	protein_coding
2452954	2468324	CCHCR1	protein_coding
2469086	2474716	TCF19	protein_coding
2474837	2476779	POU5F1	protein_coding
2474837	2481213	POU5F1	protein_coding
2508304	2508427	HCG27	processed_transcript
2847356	2848180	DDX39B-AS1	processed_transcript
2849514	2851656	ATP6V1G2	protein_coding
2852660	2863876	NFKBIL1	protein_coding
2885595	2887466	LTB	protein_coding
2891257	2893950	LST1	protein_coding
2892072	2893950	LST1	protein_coding
2892240	2893950	LST1	protein_coding
2894314	2898026	NCR3	protein_coding
2894337	2897790	NCR3	protein_coding
2957461	2963128	APOM	protein_coding
2957462	2963256	APOM	protein_coding
2967122	2970437	GPANK1	protein_coding
2967122	2970897	GPANK1	protein_coding
2981730	2985425	LY6G5C	protein_coding
3017390	3018862	LY6G6E	protein_coding
3028429	3031757	C6orf25	protein_coding
3032084	3035310	DDAH2	protein_coding
3232977	3250649	C2	protein_coding
3459095	3468662	PPT2	protein_coding
3473192	3483077	AGPAT1	protein_coding
3485948	3489303	AGER	protein_coding
3485948	3489303	AGER	protein_coding
3485948	3489303	AGER	protein_coding
3495743	3497884	GPSM3	protein_coding
3499820	3529069	NOTCH4	protein_coding
3657880	3657987	U6	snRNA
3695501	3698679	HCG23	processed_transcript
3815535	3815683	U1	snRNA
4076916	4084516	HLA-DQB1	protein_coding
4076916	4084639	HLA-DQB1	protein_coding
4077335	4079931	XXbac-BPG254F23.6	processed_transcript
4353996	4360438	HLA-DMB	protein_coding
4367980	4372491	HLA-DMA	protein_coding
4388043	4400883	BRD2	protein_coding
4389686	4390201	BRD2-IT1	processed_transcript
4390271	4400883	BRD2	protein_coding
4484265	4500413	HLA-DPA1	protein_coding
4495622	4506904	HLA-DPB1	protein_coding
4605916	4611926	COL11A2	protein_coding
4620345	4623912	SLC39A7	protein_coding
4669732	4671432	VPS52	protein_coding
986382	1064886	HLA-F	protein_coding
638935	715469	OR12D3	protein_coding
2354612	2379541	XXbac-BPG118E17.9	processed_transcript
2872161	2884387	DDX39B	protein_coding
3010989	3015418	LY6G5B	protein_coding
3239856	3287710	C2	protein_coding
3269563	3287710	C2	protein_coding
3269578	3287708	C2	protein_coding
185767	189744	TRIM27	protein_coding
329739	342266	CR933783.1	protein_coding
704674	706323	OR10C1	protein_coding
725144	729702	OR2H1	protein_coding
726813	728107	OR2H1	protein_coding
752139	753276	MAS1L	protein_coding
762883	775931	XXbac-BPG13B8.10	processed_transcript
852849	854433	OR2H2	protein_coding
922379	937746	MOG	protein_coding
922590	937746	MOG	protein_coding
937873	942671	ZFP57	protein_coding
986189	988541	HLA-F	protein_coding
1013096	1013198	Y_RNA	misc_RNA
1089449	1093593	HLA-G	protein_coding
1379989	1380057	ZNRD1-AS1_1	misc_RNA
1405346	1408999	ZNRD1	protein_coding
1411665	1414423	PPP1R11	protein_coding
1449314	1458797	TRIM31-AS1	processed_transcript
1480819	1492817	TRIM40	protein_coding
1507278	1516762	TRIM15	protein_coding
1944446	1961292	PPP1R10	protein_coding
2020465	2031972	PPP1R18	protein_coding
2047142	2057259	MDC1-AS1	processed_transcript
2064275	2069501	TUBB	protein_coding
2211141	2220070	DDR1-AS1	processed_transcript
2258351	2270612	VARS2	protein_coding
2258351	2270615	VARS2	protein_coding
2327855	2334046	MUC21	protein_coding
2458947	2484175	PSORS1C1	protein_coding
2508713	2514755	POU5F1	protein_coding
2517867	2522038	PSORS1C3	processed_transcript
2541917	2548174	HCG27	processed_transcript
2611477	2614812	HLA-C	protein_coding
2695843	2699230	HLA-B	protein_coding
2838644	2838746	Y_RNA	misc_RNA
2840039	2853071	MICB	protein_coding
2870659	2872175	MCCD1	protein_coding
2874698	2874811	CR753864.1	miRNA
2883039	2883117	SNORD84	snoRNA
2886400	2888542	ATP6V1G2	protein_coding
2889546	2900754	NFKBIL1	protein_coding
2917464	2920234	TNF	protein_coding
2928111	2930802	LST1	protein_coding
2928111	2930802	LST1	protein_coding
2928916	2930802	LST1	protein_coding
2928991	2930802	LST1	protein_coding
2930787	2934878	NCR3	protein_coding
2957876	2958907	AIF1	protein_coding
2962606	2979651	PRRC2A	protein_coding
3000200	3002593	C6orf47-AS1	processed_transcript
3003100	3008155	GPANK1	protein_coding
3003947	3007722	GPANK1	protein_coding
3007751	3014154	CSNK2B	protein_coding
3008163	3011942	CSNK2B	protein_coding
3057232	3059679	LY6G6D	protein_coding
3068912	3072492	DDAH2	protein_coding
3072455	3078451	CLIC1	protein_coding
3081872	3104565	MSH5	protein_coding
3081895	3106740	MSH5-SAPCD1	protein_coding
3104884	3106734	SAPCD1	protein_coding
3119406	3137842	VARS	protein_coding
3205261	3221066	SLC44A4	protein_coding
3221823	3239294	EHMT2	protein_coding
3221823	3239749	EHMT2	protein_coding
3221823	3239756	EHMT2	protein_coding
3288029	3294120	CFB	protein_coding
3299435	3300482	NELFE	protein_coding
3313979	3323483	STK19	protein_coding
3490373	3493967	PRRT1	protein_coding
3495537	3505699	PPT2	protein_coding
3495591	3505699	PPT2	protein_coding
3496013	3505701	PPT2	protein_coding
3496152	3505699	PPT2	protein_coding
3510232	3518143	AGPAT1	protein_coding
3510232	3519101	AGPAT1	protein_coding
3510232	3519346	AGPAT1	protein_coding
3522986	3526341	AGER	protein_coding
3532781	3534922	GPSM3	protein_coding
3532782	3535134	GPSM3	protein_coding
3735712	3748885	BTNL2	protein_coding
3736485	3748878	BTNL2	protein_coding
3780807	3786018	HLA-DRA	protein_coding
3780889	3786018	HLA-DRA	protein_coding
3938418	3944663	HLA-DQA1	protein_coding
3938487	3943977	HLA-DQA1	protein_coding
3955833	3964882	HLA-DQB1	protein_coding
3956252	3958848	XXbac-BPG254F23.6	processed_transcript
4016763	4017570	XXbac-BPG254F23.7	processed_transcript
4049280	4049348	MIR3135B	miRNA
4055472	4062868	HLA-DQB2	protein_coding
4124489	4137837	TAP2	protein_coding
4139785	4143116	PSMB8	protein_coding
4143154	4145564	PSMB8-AS1	processed_transcript
4153229	4158654	PSMB9	protein_coding
4374972	4386238	HLA-DPB1	protein_coding
4629543	4636641	RXRB	protein_coding
4636913	4640389	SLC39A7	protein_coding
4644447	4648675	RING1	protein_coding
4707971	4712476	RPS18	protein_coding
4713097	4714791	B3GALT4	protein_coding
4726180	4726261	MIR6834	miRNA
4735632	4750321	TAPBP	protein_coding
4739572	4750146	TAPBP	protein_coding
4740235	4750321	TAPBP	protein_coding
4754492	4758861	DAXX	protein_coding
2094624	2103263	XXbac-BPG27H4.8	processed_transcript
389793	394492	XXbac-BCX196D17.5	processed_transcript
1256105	1316326	NCRNA00171	antisense
1439550	1468529	TRIM26	protein_coding
1826538	1846514	ABCF1	protein_coding
3516097	3594956	C6orf10	protein_coding
3516380	3594755	C6orf10	protein_coding
125205	128932	LINC01623	processed_transcript
181226	181326	U6	snRNA
243053	243352	Metazoa_SRP	misc_RNA
690973	693202	OR11A1	protein_coding
726905	728199	OR2H1	protein_coding
762975	776022	XXbac-BPG13B8.10	processed_transcript
852966	854550	OR2H2	protein_coding
867741	893526	GABBR1	protein_coding
922709	937873	MOG	protein_coding
1013413	1013515	Y_RNA	misc_RNA
1230084	1233386	HCG9	processed_transcript
1291044	1291112	ZNRD1-AS1_1	misc_RNA
1316444	1320070	ZNRD1	protein_coding
1322364	1325493	PPP1R11	protein_coding
